A80724173554	flight	2018-07-24	381.15	101.64	mobile	MobileApp	58
H80724173257	hotel	2018-07-24	145.59	N/A	mobile	MobileApp	58
A80724173652	flight	2018-07-24	14234.80	3795.85	mobile	MobileApp	58
H80724173952	hotel	2018-07-24	14454.60	N/A	mobile	MobileApp	58
H80724174152	hotel	2018-07-24	1084.84	N/A	mobile	MobileApp	58
A80723423254	flight	2018-07-23	662.53	176.67	mobile	MobileApp	58
H80724173852	hotel	2018-07-24	396.80	N/A	mobile	MobileApp	58
H80724172552	hotel	2018-07-24	2243.12	N/A	mobile	MobileApp	58
H80724174052	hotel	2018-07-24	36193.95	N/A	mobile	MobileApp	58
H80724165652	hotel	2018-07-24	254.62	N/A	mobile	MobileApp	91
A80724161954	flight	2018-07-24	3403.85	907.72	mobile	MobileApp	58
H80719219152	hotel	2018-07-19	12886.24	N/A	mobile	MobileApp	94
H80724174452	hotel	2018-07-24	1141.51	N/A	mobile	MobileApp	58
A8072416324	flight	2018-07-24	2146.52	584.45	web	Chrome	58
H80723012350	hotel	2018-07-23	1366.53	N/A	web	Chrome Mobile	58
A80724162152	flight	2018-07-24	1712.85	456.75	mobile	MobileApp	58
A8072416304	flight	2018-07-24	2182.50	594.25	web	Opera	58
H80724174354	hotel	2018-07-24	1568.12	N/A	mobile	MobileApp	58
H80724174811	hotel	2018-07-24	178.72	N/A	mobile	MobileApp	58
A80724167857	flight	2018-07-24	130.50	431.69	mobile	MobileApp	58
H80724175050	hotel	2018-07-24	323.70	N/A	web	Chrome	58
A80724163350	flight	2018-07-24	6484.88	1729.35	web	Mobile Safari	58
A80723423852	flight	2018-07-23	469.35	125.16	mobile	MobileApp	58
H80724175150	hotel	2018-07-24	3460.20	N/A	web	Chrome	58
A80723423952	flight	2018-07-23	3886.20	1036.29	mobile	MobileApp	58
A80723423952	flight	2018-07-23	252.00	67.20	mobile	MobileApp	58
H80724174950	hotel	2018-07-24	1712.36	N/A	web	Chrome	58
A80724163652	flight	2018-07-24	308.15	82.17	mobile	MobileApp	58
A80724164052	flight	2018-07-24	1653.00	440.79	mobile	MobileApp	58
A80724164152	flight	2018-07-24	1184.22	315.78	mobile	MobileApp	58
A80723424352	flight	2018-07-23	2807.01	748.52	mobile	MobileApp	58
A80724164252	flight	2018-07-24	4616.33	1231.05	mobile	MobileApp	58
H80724175352	hotel	2018-07-24	1849.74	N/A	mobile	MobileApp	58
A8072416004	flight	2018-07-24	738.94	201.20	web	Chrome Mobile	53
A80724164852	flight	2018-07-24	332.34	88.62	mobile	MobileApp	58
H71026062350	hotel	2017-10-26	5614.99	N/A	web	Chrome	94
A80724165752	flight	2018-07-24	16606.95	4428.41	mobile	MobileApp	58
H80724175654	hotel	2018-07-24	1686.84	N/A	mobile	MobileApp	58
A80724165952	flight	2018-07-24	308.70	82.32	mobile	MobileApp	58
A8072417555	flight	2018-07-24	1502.00	400.52	web	Chrome	58
A80724176013	flight	2018-07-24	460.00	125.25	mobile	MobileApp	58
H80724175950	hotel	2018-07-24	343.92	N/A	web	Chrome	58
H80724164554	hotel	2018-07-24	4543.81	N/A	mobile	MobileApp	53
A80724166252	flight	2018-07-24	265.65	70.84	mobile	MobileApp	58
A80723424750	flight	2018-07-23	1844.00	491.72	web	Chrome	58
H80723013550	hotel	2018-07-23	3827.55	N/A	web	Chrome Mobile	1000
H80724176152	hotel	2018-07-24	466.72	N/A	mobile	MobileApp	58
A80724166550	flight	2018-07-24	1709.14	455.76	web	Chrome Mobile	58
A8072417635	flight	2018-07-24	2951.00	786.91	web	Chrome	58
A8072417464	flight	2018-07-24	403.62	109.90	web	Chrome	58
A80724167450	flight	2018-07-24	250.95	66.92	web	Chrome	58
A8072417455	flight	2018-07-24	1502.00	400.52	web	Chrome	58
H80724176652	hotel	2018-07-24	1293.12	N/A	mobile	MobileApp	58
H80724176952	hotel	2018-07-24	662.24	N/A	mobile	MobileApp	58
A8072417684	flight	2018-07-24	494.37	134.61	web	Chrome	58
A8072417364	flight	2018-07-24	830.19	226.04	web	Chrome Mobile	58
H80724156050	hotel	2018-07-24	7698.19	N/A	web	Chrome Mobile	94
A80724176352	flight	2018-07-24	523.46	139.59	mobile	MobileApp	58
A8072417335	flight	2018-07-24	1502.00	400.52	web	Chrome	58
A8072417285	flight	2018-07-24	739.20	197.12	web	Chrome	58
A80724176552	flight	2018-07-24	2556.12	681.61	mobile	MobileApp	58
A8072417264	flight	2018-07-24	788.76	214.76	web	Chrome	58
A8072417664	flight	2018-07-24	1095.00	298.15	web	Chrome Mobile	58
A8072417234	flight	2018-07-24	1178.10	320.77	web	Chrome Mobile	58
A80724176252	flight	2018-07-24	849.00	226.39	mobile	MobileApp	58
A8072417205	flight	2018-07-24	1391.00	370.92	web	Firefox	58
H80724177452	hotel	2018-07-24	3890.75	N/A	mobile	MobileApp	58
A8072417705	flight	2018-07-24	1502.00	400.52	web	Chrome	58
A80724175852	flight	2018-07-24	913.92	243.71	mobile	MobileApp	58
H80723406250	hotel	2018-07-23	1195.73	N/A	web	Chrome	94
H80710198752	hotel	2018-07-10	2156.46	N/A	mobile	MobileApp	58
A8072417744	flight	2018-07-24	453.20	123.40	web	Chrome	58
A80724175652	flight	2018-07-24	7965.00	2123.95	mobile	MobileApp	58
A8072417734	flight	2018-07-24	618.00	168.27	web	Chrome	58
H80724177752	hotel	2018-07-24	1296.04	N/A	mobile	MobileApp	58
H80724178052	hotel	2018-07-24	12532.66	N/A	mobile	MobileApp	58
H80724178111	hotel	2018-07-24	228.11	N/A	mobile	MobileApp	58
A80724175213	flight	2018-07-24	1035.00	281.81	mobile	MobileApp	58
A80724174752	flight	2018-07-24	698.70	186.32	mobile	MobileApp	58
H8072417714	hotel	2018-07-24	1988.68	N/A	web	Chrome	58
H80724177652	hotel	2018-07-24	606.20	N/A	mobile	MobileApp	58
H80723404350	hotel	2018-07-23	1708.23	N/A	web	Chrome	94
H80724177154	hotel	2018-07-24	622.50	N/A	mobile	MobileApp	91
H80611141550	hotel	2018-06-11	747.09	N/A	web	Chrome	58
H80724178650	hotel	2018-07-24	2111.82	N/A	web	Chrome	58
A8072417834	flight	2018-07-24	907.88	247.20	web	Chrome Mobile	58
A80724178313	flight	2018-07-24	3352.50	912.82	mobile	MobileApp	52
A80723425352	flight	2018-07-23	2423.52	646.25	mobile	MobileApp	53
A80724177750	flight	2018-07-24	4978.00	1327.43	web	Chrome	58
H80724178950	hotel	2018-07-24	2218.15	N/A	web	Chrome	55
A80724177750	flight	2018-07-24	1830.90	488.23	web	Chrome	58
A80724178550	flight	2018-07-24	1510.00	402.66	web	Chrome	58
A8050613324	flight	2018-05-06	3690.00	N/A	unknown	unknown	51
A80724175352	flight	2018-07-24	374.85	99.96	mobile	MobileApp	58
A80724178250	flight	2018-07-24	475.65	126.84	web	Chrome	56
A8072417878	flight	2018-07-24	938.40	250.23	web	Chrome Mobile	58
A8072417874	flight	2018-07-24	1630.00	443.81	web	Chrome	58
A80724179052	flight	2018-07-24	810.60	216.15	mobile	MobileApp	15
H80724179311	hotel	2018-07-24	336.54	N/A	mobile	MobileApp	55
A80724174252	flight	2018-07-24	3740.00	997.31	mobile	MobileApp	58
A8072417905	flight	2018-07-24	2006.00	534.92	web	Chrome	15
A80724179052	flight	2018-07-24	1942.08	517.88	mobile	MobileApp	52
H80724179450	hotel	2018-07-24	1509.93	N/A	web	Chrome	55
A80724060652	flight	2018-07-24	655.10	174.71	mobile	MobileApp	58
A80723317650	flight	2018-07-23	2271.45	605.70	web	Chrome	58
A80723318052	flight	2018-07-23	775.00	206.66	mobile	MobileApp	58
A80724061350	flight	2018-07-24	2970.00	792.08	web	Chrome	58
H80724062850	hotel	2018-07-24	2076.35	N/A	web	Firefox	58
A80724061450	flight	2018-07-24	557.13	148.58	web	Chrome	58
H80724062752	hotel	2018-07-24	1225.62	N/A	mobile	MobileApp	58
A80723318652	flight	2018-07-23	416.70	111.12	mobile	MobileApp	58
H80724062952	hotel	2018-07-24	24063.66	N/A	mobile	MobileApp	58
A80724061552	flight	2018-07-24	354.90	94.65	mobile	MobileApp	58
A80723318852	flight	2018-07-23	2400.00	639.98	mobile	MobileApp	58
A80723318954	flight	2018-07-23	2021.38	539.02	mobile	MobileApp	53
A80724061650	flight	2018-07-24	878.71	234.35	web	Chrome	58
A80724061752	flight	2018-07-24	2592.84	691.50	mobile	MobileApp	58
H80724063250	hotel	2018-07-24	791.91	N/A	web	Chrome	58
H80724060452	hotel	2018-07-24	1480.96	N/A	mobile	MobileApp	1000
A80724061950	flight	2018-07-24	800.03	213.37	web	Chrome Mobile	58
H80724063052	hotel	2018-07-24	4545.12	N/A	mobile	MobileApp	58
A80724062650	flight	2018-07-24	476.77	127.15	web	Chrome	58
A80723319252	flight	2018-07-23	1940.40	517.43	mobile	MobileApp	53
A80724063050	flight	2018-07-24	1222.98	326.16	web	Chrome	58
H80724063450	hotel	2018-07-24	539.03	N/A	web	Chrome	58
H80724061052	hotel	2018-07-24	9685.34	N/A	mobile	MobileApp	58
A8072329534	flight	2018-07-23	6528.00	1777.54	web	Chrome	53
A80723319350	flight	2018-07-23	598.74	159.66	web	Chrome	58
H80724063650	hotel	2018-07-24	1070.61	N/A	web	Firefox	58
H80724063752	hotel	2018-07-24	3012.40	N/A	mobile	MobileApp	58
H80724063850	hotel	2018-07-24	2390.64	N/A	web	Chrome	58
A80723319450	flight	2018-07-23	309.06	82.41	web	Chrome	52
H80716168150	hotel	2018-07-16	8190.34	N/A	web	Chrome	1000
A80723319550	flight	2018-07-23	2057.34	548.61	web	Chrome	58
H80724063350	hotel	2018-07-24	3946.89	N/A	web	Chrome	44
A80723319652	flight	2018-07-23	1216.64	324.43	mobile	MobileApp	58
A80723319650	flight	2018-07-23	1102.00	293.86	web	Chrome	58
A80724063550	flight	2018-07-24	1396.00	372.31	web	Chrome	58
H80724063950	hotel	2018-07-24	576.30	N/A	web	Chrome	58
A80723319950	flight	2018-07-23	1324.00	353.06	web	Chrome Mobile	58
A80723391250	flight	2018-07-23	1511.00	402.92	web	Chrome	58
H80724058552	hotel	2018-07-24	2717.57	N/A	mobile	MobileApp	58
A8072406425	flight	2018-07-24	153.55	40.95	web	Chrome	58
H80724064450	hotel	2018-07-24	4767.36	N/A	web	Mobile Safari	58
A80723321150	flight	2018-07-23	310.59	82.82	web	Chrome Mobile	58
A80723321150	flight	2018-07-23	309.06	82.41	web	Chrome	52
H80724056456	hotel	2018-07-24	561.95	N/A	mobile	MobileApp	58
A8072406234	flight	2018-07-24	1689.00	459.88	web	Chrome Mobile	58
H80724064652	hotel	2018-07-24	1501.64	N/A	mobile	MobileApp	58
A80723321852	flight	2018-07-23	4044.00	1078.37	mobile	MobileApp	58
H8072406484	hotel	2018-07-24	6390.32	N/A	web	Safari	58
A8072406499	flight	2018-07-24	771.31	210.01	mobile	MobileApp	58
H80724064952	hotel	2018-07-24	3587.13	N/A	mobile	MobileApp	91
A80723322250	flight	2018-07-23	7894.80	2105.23	web	Mobile Safari	52
A80723322460	flight	2018-07-23	1988.12	111.38	web	Chrome	58
A80724064554	flight	2018-07-24	410.15	109.37	mobile	MobileApp	58
A80724064350	flight	2018-07-24	2530.62	674.81	web	Chrome	58
H80724065152	hotel	2018-07-24	786.95	N/A	mobile	MobileApp	58
A80724064150	flight	2018-07-24	795.00	211.99	web	Chrome	58
A80723323052	flight	2018-07-23	4198.32	1119.52	mobile	MobileApp	58
A80723323152	flight	2018-07-23	2191.76	584.45	mobile	MobileApp	58
A8072406534	flight	2018-07-24	569.14	154.97	web	Chrome Mobile	52
A80724064750	flight	2018-07-24	939.12	250.42	web	Firefox	58
A8072406405	flight	2018-07-24	484.31	129.14	web	Chrome	58
A8072406524	flight	2018-07-24	530.45	144.43	web	Chrome	58
A80724065352	flight	2018-07-24	453.60	120.96	mobile	MobileApp	58
A8072406554	flight	2018-07-24	1024.86	279.05	web	Chrome	58
H80723105052	hotel	2018-07-23	2532.58	N/A	mobile	MobileApp	94
H8072406564	hotel	2018-07-24	10149.59	N/A	web	Chrome	58
H80314295752	hotel	2018-03-14	22190.71	N/A	mobile	MobileApp	58
A80723323750	flight	2018-07-23	656.45	175.05	web	Firefox	58
A80723323952	flight	2018-07-23	1442.28	384.60	mobile	MobileApp	58
A80723324150	flight	2018-07-23	1215.41	324.10	web	Chrome	58
A80723324152	flight	2018-07-23	2367.76	631.39	mobile	MobileApp	58
H8072406591	hotel	2018-07-24	197.09	N/A	web	Chrome	10
A8072406574	flight	2018-07-24	1363.50	371.25	web	Chrome	58
A80723324652	flight	2018-07-23	220.84	58.89	mobile	MobileApp	58
A8072406584	flight	2018-07-24	1545.00	420.67	web	Mobile Safari	58
A8072412314	flight	2018-07-24	1555.00	423.39	web	Chrome	58
H80724124252	hotel	2018-07-24	2384.66	N/A	mobile	MobileApp	58
A8072412304	flight	2018-07-24	2020.83	550.23	web	Chrome	58
H80724124360	hotel	2018-07-24	1330.72	N/A	web	Mobile Safari	58
A8072412444	flight	2018-07-24	492.57	134.12	web	Chrome Mobile	52
A8072412244	flight	2018-07-24	4768.50	1298.36	web	Chrome	58
A8072412224	flight	2018-07-24	2620.00	713.37	web	Chrome	58
A8072412204	flight	2018-07-24	444.96	121.15	web	Chrome	58
A80723395952	flight	2018-07-23	2755.20	734.70	mobile	MobileApp	58
A8072412134	flight	2018-07-24	797.22	217.07	web	Chrome	58
A8072412124	flight	2018-07-24	1405.00	382.55	web	Chrome Mobile	58
H80724124752	hotel	2018-07-24	2658.79	N/A	mobile	MobileApp	58
A80724123752	flight	2018-07-24	536.00	142.93	mobile	MobileApp	58
H80724124850	hotel	2018-07-24	323.86	N/A	web	Chrome	58
H80724125050	hotel	2018-07-24	757.84	N/A	web	Mobile Safari	10
H8072412505	hotel	2018-07-24	1058.07	N/A	web	Chrome	58
H80724125154	hotel	2018-07-24	2301.42	N/A	mobile	MobileApp	58
A80724124550	flight	2018-07-24	4329.64	1154.54	web	Chrome	58
H80724125350	hotel	2018-07-24	896.77	N/A	web	Chrome	58
A8072412414	flight	2018-07-24	583.11	158.77	web	Chrome	58
A8072412409	flight	2018-07-24	1190.68	324.20	mobile	MobileApp	58
H80724125452	hotel	2018-07-24	358.04	N/A	mobile	MobileApp	10
A8072412384	flight	2018-07-24	2182.50	594.25	web	Chrome	58
A8072412354	flight	2018-07-24	385.95	105.09	web	Chrome	58
A8072412044	flight	2018-07-24	729.62	198.66	web	Chrome	58
H80724125852	hotel	2018-07-24	1395.46	N/A	mobile	MobileApp	58
A80724119913	flight	2018-07-24	755.00	205.57	mobile	MobileApp	58
H80724125652	hotel	2018-07-24	387.68	N/A	mobile	MobileApp	58
A8072412563	flight	2018-07-24	1107.25	295.26	mobile	MobileApp	58
A8072411975	flight	2018-07-24	812.00	216.53	web	Chrome	58
A8072412554	flight	2018-07-24	1670.90	454.95	web	Chrome	58
H80724125952	hotel	2018-07-24	572.82	N/A	mobile	MobileApp	58
A80724124852	flight	2018-07-24	3121.70	832.43	mobile	MobileApp	58
A8072412254	flight	2018-07-24	986.30	268.55	web	Chrome	58
H80724126150	hotel	2018-07-24	563.49	N/A	web	Mobile Safari	58
H8072412624	hotel	2018-07-24	4086.50	N/A	web	Firefox	58
A8072412604	flight	2018-07-24	710.00	193.32	web	Chrome	58
A8072412634	flight	2018-07-24	569.70	155.12	web	Chrome	58
H80724126554	hotel	2018-07-24	1419.21	N/A	mobile	MobileApp	10
A8072304168	flight	2018-07-23	726.24	193.66	web	Mobile Safari	94
H80724126850	hotel	2018-07-24	11492.63	N/A	web	Chrome	55
H8072412692	hotel	2018-07-24	1245.73	N/A	mobile	MobileApp	10
A8072412454	flight	2018-07-24	414.00	112.72	web	Chrome	58
H80724127052	hotel	2018-07-24	1842.70	N/A	mobile	MobileApp	55
A8072412675	flight	2018-07-24	285.60	76.16	web	Chrome	15
A80724126452	flight	2018-07-24	5940.35	1584.05	mobile	MobileApp	58
H80724126554	hotel	2018-07-24	1867.03	N/A	mobile	MobileApp	58
